Taxon,TSN,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,TSN_OUT,OTU_BCG_MariNW,OTU_BSTI
Rhagovelia,103886,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Rhagovelia distincta,103895,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Rhantus,112086,FALSE,,DNI,Colymbetinae,678403,Dytiscidae,DNI
Rhantus binotatus,112089,FALSE,,DNI,Colymbetinae,678403,Dytiscidae,DNI
Rhantus consimilis,112096,FALSE,,DNI,Colymbetinae,678403,Dytiscidae,DNI
Rheocricotopus,129086,FALSE,,Rheocricotopus,Rheocricotopus,129086,Rheocricotopus,Rheocricotopus
Rheocricotopus effusus,129093,FALSE,,Rheocricotopus,Rheocricotopus,129086,Rheocricotopus,Rheocricotopus
Rheocricotopus eminellobus,129096,FALSE,,Rheocricotopus,Rheocricotopus,129086,Rheocricotopus,Rheocricotopus
Rheopelopia,128226,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Rheosmittia,129107,FALSE,,DNI,Rheosmittia,129107,Rheosmittia,DNI
Rheotanytarsus,129952,FALSE,,Rheotanytarsus,Rheotanytarsus,129952,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus exiguus,129957,FALSE,,Rheotanytarsus,Rheotanytarsus,129952,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus exiguus Group,FALSE,FALSE,,Rheotanytarsus,Rheotanytarsus,129952,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus Exiguus Group,FALSE,FALSE,,Rheotanytarsus,Rheotanytarsus,129952,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus pellucidus,129959,FALSE,,Rheotanytarsus,Rheotanytarsus,129952,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus pellucidus Group,FALSE,FALSE,,Rheotanytarsus,Rheotanytarsus,129952,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus Pellucidus Group,FALSE,FALSE,,Rheotanytarsus,Rheotanytarsus,129952,Rheotanytarsus,Rheotanytarsus
Rhionaeshna,FALSE,FALSE,,Aeshnidae,Aeshna/Rhionaeschna,-267,Aeshna/Rhionaeschna,DNI
Rhips,61422,FALSE,,Nemata,Nemata,563956,Rhips,Nemata
Rhithrogena,100572,FALSE,,Rhithrogena,Rhithrogena,100572,Rhithrogena,Rhithrogena
Rhithrogena hageni,100583,FALSE,,Rhithrogena,Rhithrogena,100572,Rhithrogena,Rhithrogena
Rhithrogena robusta,100589,FALSE,,Rhithrogena,Rhithrogena,100572,Rhithrogena,Rhithrogena
Rhizelmis,114198,FALSE,,DNI,Rhizelmis,114198,Rhizelmis,DNI
Rhizelmis nigra,114199,FALSE,,DNI,Rhizelmis,114198,Rhizelmis,DNI
Rhyacodrilinae,FALSE,FALSE,,DNI,Rhyacodrilinae,974287,Oligochaeta,DNI
Rhyacodrilis,68767,FALSE,,DNI,Rhyacodrilus,68839,Oligochaeta,DNI
Rhyacodrilus,68839,FALSE,,DNI,Rhyacodrilus,68839,Oligochaeta,DNI
Rhyacodrilus falciformis,68840,FALSE,,DNI,Rhyacodrilus,68839,Oligochaeta,DNI
Rhyacophila,115097,FALSE,formatting,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhyacophila Alberta Gr.,FALSE,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,-34,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Rhyacophila alberta group,-34,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,-34,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Rhyacophila Alberta Group,-34,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,-34,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Rhyacophila alberta Group,-34,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,-34,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Rhyacophila angelita,115099,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,-35,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Rhyacophila Angelita Gr.,FALSE,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,-35,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Rhyacophila angelita group,-35,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,-35,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Rhyacophila Angelita Group,-35,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,-35,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Rhyacophila angelita Group,-35,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,-35,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Rhyacophila arnaudi,115165,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Rhyacophila arnaudi,Rhyacophila arnaudi
Rhyacophila atrata,115146,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,-149,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila atrata complex,-149,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,-149,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila atrata Group,FALSE,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,-149,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila atrata group,FALSE,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,-149,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila basalis,115100,FALSE,formatting,DNI,Rhyacophila Basalis Group,-163,Rhyacophila Basalis Group,DNI
Rhyacophila basalis group,-163,FALSE,formatting,DNI,Rhyacophila Basalis Group,-163,Rhyacophila Basalis Group,DNI
Rhyacophila Basalis Group,-163,FALSE,formatting,DNI,Rhyacophila Basalis Group,-163,Rhyacophila Basalis Group,DNI
Rhyacophila betteni,115101,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,-37,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila Betteni Gr.,FALSE,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,-37,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila betteni group,-37,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,-37,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila Betteni Group,-37,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,-37,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila betteni Group,-37,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,-37,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila blarina,115153,FALSE,formatting,Rhyacophila blarina,Rhyacophila blarina,115153,Rhyacophila blarina,Rhyacophila blarina
Rhyacophila brevicephala,608219,FALSE,formatting,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhyacophila brunnea,115151,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,-38,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila brunnea group,FALSE,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,-38,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila brunnea Group,FALSE,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,-38,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila Brunnea/Vemna Gr.,FALSE,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,-38,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila brunnea/vemna group,-38,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,-38,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila Brunnea/Vemna Group,-38,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,-38,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila brunnea/vemna Group,-38,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,-38,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila brunnea/vemna groups,-38,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,-38,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila Brunnea/Vemna Groups,-38,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,-38,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila chilsia,115168,FALSE,formatting- this should be in betteni group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,-37,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila coloradensis,115156,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,-39,Rhyacophila Coloradensis Group,DNI
Rhyacophila Coloradensis Gr.,FALSE,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,-39,Rhyacophila Coloradensis Group,DNI
Rhyacophila coloradensis group,-39,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,-39,Rhyacophila Coloradensis Group,DNI
Rhyacophila Coloradensis Group,-39,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,-39,Rhyacophila Coloradensis Group,DNI
Rhyacophila coloradensis Group,-39,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,-39,Rhyacophila Coloradensis Group,DNI
Rhyacophila ecosa,115104,FALSE,formatting,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhyacophila Ecosa Gr,FALSE,FALSE,formatting,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhyacophila Ecosa group,-191,FALSE,formatting,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhyacophila Ecosa Group,-191,FALSE,formatting,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhyacophila ecosa group,-191,FALSE,best to leave at genus,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhyacophila ecosa Group,-191,FALSE,best to leave at genus,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhyacophila grandis,115105,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,-41,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Rhyacophila Grandis Gr.,FALSE,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,-41,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Rhyacophila grandis group,-41,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,-41,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Rhyacophila Grandis Group,-41,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,-41,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Rhyacophila hyalinata,115159,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,-42,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Rhyacophila Hyalinata Gr.,FALSE,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,-42,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Rhyacophila hyalinata group,-42,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,-42,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Rhyacophila Hyalinata Group,-42,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,-42,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Rhyacophila hyalinata Group,-42,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,-42,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Rhyacophila inculta,115175,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,-38,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila iranda,115177,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,-52,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila Iranda Gr,FALSE,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,-52,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila Iranda Group,FALSE,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,-52,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila iranda group,FALSE,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,-52,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila lieftincki,608414,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Rhyacophila arnaudi,Rhyacophila arnaudi
Rhyacophila Lieftincki Gr.,FALSE,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Rhyacophila arnaudi,Rhyacophila arnaudi
Rhyacophila lieftincki group,FALSE,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Rhyacophila arnaudi,Rhyacophila arnaudi
Rhyacophila malkini,115181,FALSE,formatting,Rhyacophila malkini,Rhyacophila malkini,115181,Rhyacophila malkini,DNI
Rhyacophila narvae,115155,FALSE,formatting,Rhyacophila narvae,Rhyacophila narvae,115155,Rhyacophila narvae,Rhyacophila narvae
Rhyacophila neograndis,115110,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,-41,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Rhyacophila Nevadensis Gr.,FALSE,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,-43,Rhyacophila Nevadensis Group,DNI
Rhyacophila nevadensis group,-43,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,-43,Rhyacophila Nevadensis Group,DNI
Rhyacophila Nevadensis Group,-43,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,-43,Rhyacophila Nevadensis Group,DNI
Rhyacophila nevadensis Group,-43,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,-43,Rhyacophila Nevadensis Group,DNI
Rhyacophila oreta,115113,FALSE,formatting,DNI,Rhyacophila Oreta Group,-44,Rhyacophila Oreta Group,DNI
Rhyacophila Oreta Gr.,FALSE,FALSE,formatting,DNI,Rhyacophila Oreta Group,-44,Rhyacophila Oreta Group,DNI
Rhyacophila oreta group,-44,FALSE,formatting,DNI,Rhyacophila Oreta Group,-44,Rhyacophila Oreta Group,DNI
Rhyacophila Oreta Group,-44,FALSE,formatting,DNI,Rhyacophila Oreta Group,-44,Rhyacophila Oreta Group,DNI
Rhyacophila oreta/rotunda,FALSE,FALSE,formatting,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhyacophila Oreta/Rotunda Gr.,FALSE,FALSE,formatting,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhyacophila Oreta/Rotunda Group,FALSE,FALSE,formatting,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhyacophila pellisa,115114,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,-149,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila pellisa/valuma,-45,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,-149,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila Pellisa/Valuma Group,FALSE,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,-149,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila perda,115184,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,-37,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila rickeri,115186,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,-50,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila rotunda,115117,FALSE,formatting,DNI,Rhyacophila Rotunda Group,-46,Rhyacophila Rotunda Group,DNI
Rhyacophila Rotunda Gr.,FALSE,FALSE,formatting,DNI,Rhyacophila Rotunda Group,-46,Rhyacophila Rotunda Group,DNI
Rhyacophila rotunda group,-46,FALSE,formatting,DNI,Rhyacophila Rotunda Group,-46,Rhyacophila Rotunda Group,DNI
Rhyacophila Rotunda Group,-46,FALSE,formatting,DNI,Rhyacophila Rotunda Group,-46,Rhyacophila Rotunda Group,DNI
Rhyacophila rotunda Group,-46,FALSE,formatting,DNI,Rhyacophila Rotunda Group,-46,Rhyacophila Rotunda Group,DNI
Rhyacophila sibirica,568811,FALSE,formatting,DNI,Rhyacophila Sibirica Group,-47,Rhyacophila Sibirica Group,DNI
Rhyacophila Sibirica Gr.,FALSE,FALSE,formatting,DNI,Rhyacophila Sibirica Group,-47,Rhyacophila Sibirica Group,DNI
Rhyacophila sibirica group,-47,FALSE,formatting,DNI,Rhyacophila Sibirica Group,-47,Rhyacophila Sibirica Group,DNI
Rhyacophila Sibirica Group,-47,FALSE,formatting,DNI,Rhyacophila Sibirica Group,-47,Rhyacophila Sibirica Group,DNI
Rhyacophila sibirica Group,-47,FALSE,formatting,DNI,Rhyacophila Sibirica Group,-47,Rhyacophila Sibirica Group,DNI
Rhyacophila sibirica group A,FALSE,FALSE,formatting,DNI,Rhyacophila Sibirica Group,-47,Rhyacophila Sibirica Group,DNI
Rhyacophila sibirica group B,FALSE,FALSE,formatting,DNI,Rhyacophila Sibirica Group,-47,Rhyacophila Sibirica Group,DNI
Rhyacophila sibirica group C,FALSE,FALSE,formatting,DNI,Rhyacophila Sibirica Group,-47,Rhyacophila Sibirica Group,DNI
Rhyacophila tucula,115189,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,-34,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Rhyacophila vaccua,115120,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,-37,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila vaefes,115191,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,-43,Rhyacophila Nevadensis Group,DNI
Rhyacophila vagrita,115152,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,-48,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Rhyacophila Vagrita Gr.,FALSE,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,-48,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Rhyacophila vagrita group,-48,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,-48,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Rhyacophila Vagrita Group,-48,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,-48,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Rhyacophila vagrita Group,-48,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,-48,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Rhyacophila valuma,115121,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,-149,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila vedra,115122,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,-37,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila Vemna Group,-49,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,-38,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila verrula,115125,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,-50,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila Verrula Gr.,FALSE,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,-50,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila verrula group,-50,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,-50,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila Verrula Group,-50,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,-50,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila verrula Group,-50,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,-50,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila vetina,115194,FALSE,formatting,DNI,Rhyacophila vetina complex,-157,Rhyacophila vetina complex,DNI
Rhyacophila vetina complex,-157,FALSE,formatting,DNI,Rhyacophila vetina complex,-157,Rhyacophila vetina complex,DNI
Rhyacophila vetina Complex,-157,FALSE,formatting,DNI,Rhyacophila vetina complex,-157,Rhyacophila vetina complex,DNI
Rhyacophila viquaea,115215,FALSE,formatting,DNI,Rhyacophila Viquaea Group,-51,Rhyacophila Viquaea Group,DNI
Rhyacophila viquaea group,-51,FALSE,formatting,DNI,Rhyacophila Viquaea Group,-51,Rhyacophila Viquaea Group,DNI
Rhyacophila Viquaea Group,-51,FALSE,formatting,DNI,Rhyacophila Viquaea Group,-51,Rhyacophila Viquaea Group,DNI
Rhyacophila visor group,-190,FALSE,formatting,DNI,Rhyacophila Visor Group,-190,Rhyacophila Visor Group,DNI
Rhyacophila Visor Group,-190,FALSE,formatting,DNI,Rhyacophila Visor Group,-190,Rhyacophila Visor Group,DNI
Rhyacophila visor Group,-190,FALSE,formatting,DNI,Rhyacophila Visor Group,-190,Rhyacophila Visor Group,DNI
Rhyacophila vofixa,115197,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,-52,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila Vofixa Gr.,FALSE,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,-52,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila vofixa group,-52,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,-52,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila Vofixa Group,-52,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,-52,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila vofixa Group,-52,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,-52,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila vuzana,115154,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,-35,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Rhyacophilidae,115096,FALSE,formatting,DNI,Rhyacophila,115097,Rhyacophila,DNI
Rhynchelmis,68463,FALSE,,Lumbriculidae,Rhynchelmis,68463,Oligochaeta,Lumbriculidae
Rhynchobdellida,69295,FALSE,Too Coarse,Hirudinida,Rhynchobdellida,69295,Rhynchobdellida,Hirudinida
Rickera,103189,FALSE,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,-20,Kogotus/Rickera,Kogotus/Rickera
Rickera sorpta,103190,FALSE,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,-20,Kogotus/Rickera,Kogotus/Rickera
Ripistes parasita,68964,FALSE,,DNI,Ripistes parasita,68964,Oligochaeta,DNI
Rissooidea,-181,FALSE,Old nomen,Truncatelloidea,Truncatelloidea,-228,Truncatelloidea,Truncatelloidea
Robackia,129730,FALSE,,DNI,Robackia,129730,Robackia,DNI
Robackia demeijerei,129733,FALSE,,DNI,Robackia,129730,Robackia,DNI
Roederiodes,135893,FALSE,,Roederiodes,Roederiodes,135893,Roederiodes,DNI
Rossiana montana,605864,FALSE,"not known from OR, but WA MT BC",DNI,Rossiana montana,605864,Rossiana montana,DNI
Rossianidae,598186,FALSE,"not known from OR, but WA MT BC ID",DNI,Rossianidae,598186,Rossianidae,DNI
Sabellidae,68076,TRUE,Polychaeta excluded,DNI,DNI,FALSE,DNI,DNI
Saetheria,129735,FALSE,,DNI,Saetheria,129735,Saetheria,DNI
Salda,104080,TRUE,semiaquatic,DNI,DNI,FALSE,DNI,DNI
Saldidae,104063,TRUE,semiaquatic,DNI,DNI,FALSE,DNI,DNI
Saldula,104140,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Salmonidae,FALSE,TRUE,Fish,DNI,DNI,FALSE,DNI,DNI
Salmoperla sylvanica,103192,FALSE,,DNI,Salmoperla sylvanica,103192,Salmoperla sylvanica,DNI
Sanfilippodytes,728253,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Sanfilippodytes,728253,Sanfilippodytes,Hydroporinae
Sarcophagidae,151815,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Sarcoptiformes,83538,FALSE,,DNI,Acari,733321,Acari,DNI
Savtshenkia,FALSE,FALSE,Subgenus of Tipula,Tipula,Tipula,119037,Tipula,Tipula
Scathophagidae,678096,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Schummelia,FALSE,TRUE,Subgenus of Tipula,Tipula,Tipula,119037,Tipula,Tipula
Sciaridae,122702,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Sciomyzidae,144653,FALSE,,DNI,Sciomyzidae,144653,Sciomyzidae,DNI
Scirtes,113929,FALSE,,DNI,Scirtidae,113924,Scirtidae,DNI
Scirtidae,113924,FALSE,,DNI,Scirtidae,113924,Scirtidae,DNI
Scleroprocta,FALSE,FALSE,perhaps mistaken for Ormosia valid,DNI,Limoniidae,-233,Limoniidae,DNI
Sepedon,144898,FALSE,,DNI,Sciomyzidae,144653,Sciomyzidae,DNI
Sergentia,129739,FALSE,,DNI,Sergentia,129739,Sergentia,DNI
Sericostomatidae,116982,FALSE,Gumaga only member of family in west,DNI,Gumaga,117003,Gumaga,DNI
Sericostriata,598589,FALSE,Single species in Genus,DNI,Sericostriata surdickae,605894,Sericostriata surdickae,DNI
Sericostriata surdickae,605894,FALSE,Single species in Genus,DNI,Sericostriata surdickae,605894,Sericostriata surdickae,DNI
Serratella,101395,FALSE,,DNI,Ephemerellidae,101232,Ephemerellidae,DNI
Serratella levis,568638,FALSE,,DNI,Serratella levis,568638,Serratella levis,DNI
Serratella micheneri,568639,FALSE,,DNI,Serratella micheneri,568639,Serratella micheneri,DNI
Serratella teresa,568641,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,776979,Matriella teresa,Matriella teresa
Serratella tibialis,101399,FALSE,S. tibialis was placed in Ephemerella (2008),Ephemerella tibialis,Ephemerella tibialis,101401,Ephemerella tibialis,Ephemerella
Serromyia,127614,FALSE,,Ceratopogoninae,Ceratopogoninae,127338,Ceratopogoninae,Ceratopogoninae
Setvena,103193,FALSE,,Setvena,Setvena,103193,Setvena,DNI
Setvena bradleyi,103194,FALSE,,Setvena,Setvena,103193,Setvena,DNI
Setvena tibialis,103195,TRUE,????  BAD ID?????,DNI,DNI,FALSE,DNI,DNI
Sialidae,115001,FALSE,Protosialis-is more eastern,Sialis,Sialis,115002,Sialis,Sialis
Sialis,115002,FALSE,,Sialis,Sialis,115002,Sialis,Sialis
Sialis californica,115004,FALSE,,Sialis,Sialis,115002,Sialis,Sialis
